章节号,章节名,事件ID,事件名称,事件类型,事件年代,距司马谈,距司马迁,史源类型,可信度,推理依据
069,苏秦列传,069-002,苏秦困顿归家受辱,家族事件,-315,205,215,文献传承,D,距司马谈205年，远古史料可信度低
069,苏秦列传,069-003,苏秦发奋读阴符,文化活动,-314,204,214,文献传承,B,先秦人物文化活动，依据学派传承
069,苏秦列传,069-004,说秦惠王不用,政治活动,-313,203,213,文献传承,C,先秦史事，依据《战国策》等文献
069,苏秦列传,069-005,说赵不用游燕得见,政治活动,-312,202,212,文献传承,C,先秦史事，依据《战国策》等文献
069,苏秦列传,069-006,说燕文侯合从,政治活动,-311,201,211,文献传承,C,先秦史事，依据《战国策》等文献
069,苏秦列传,069-007,说赵肃侯合从,政治活动,-310,200,210,文献传承,C,先秦史事，依据《战国策》等文献
069,苏秦列传,069-008,说韩宣王合从,政治活动,-309,199,209,文献传承,C,先秦史事，依据《战国策》等文献
069,苏秦列传,069-009,说魏襄王合从,政治活动,-309,199,209,文献传承,C,先秦史事，依据《战国策》等文献
069,苏秦列传,069-010,说齐宣王合从,政治活动,-308,198,208,文献传承,C,先秦史事，依据《战国策》等文献
069,苏秦列传,069-011,说楚威王合从,政治活动,-308,198,208,文献传承,C,先秦史事，依据《战国策》等文献
069,苏秦列传,069-012,六国从亲苏秦为约长,政治活动,-307,197,207,文献传承,C,先秦史事，依据《战国策》等文献
069,苏秦列传,069-013,归报赵途经雒阳显达,家族事件,-307,197,207,文献传承,C,距司马谈197年，依赖文献
069,苏秦列传,069-014,封武安君秦不敢窥函谷,政治活动,-307,197,207,文献传承,C,先秦史事，依据《战国策》等文献
069,苏秦列传,069-015,从约败齐魏伐赵,战争,-303,193,203,文献传承,C,先秦史事，依据《战国策》等文献
069,苏秦列传,069-016,苏秦说齐归燕十城,政治活动,-332,222,232,文献传承,C,先秦史事，依据《战国策》等文献
069,苏秦列传,069-017,苏秦以忠信说燕王复官,政治活动,-330,220,230,文献传承,C,先秦史事，依据《战国策》等文献
069,苏秦列传,069-018,苏秦私通燕太后亡走齐,政治活动,-300,190,200,文献传承,C,先秦史事，依据《战国策》等文献
069,苏秦列传,069-019,苏秦被刺死于齐,政治活动,-284,174,184,文献传承,C,先秦史事，依据《战国策》等文献
069,苏秦列传,069-020,苏代求见燕王继业,政治活动,-283,173,183,文献传承,C,先秦史事，依据《战国策》等文献
069,苏秦列传,069-021,苏代书谏燕昭王伐齐,政治活动,-286,176,186,文献传承,C,先秦史事，依据《战国策》等文献
069,苏秦列传,069-022,燕昭王用苏代破齐,战争,-284,174,184,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-001,张仪学于鬼谷先生,文化活动,-355,245,255,文献传承,B,先秦人物文化活动，依据学派传承
070,张仪列传,070-002,张仪受辱于楚相,家族事件,-340,230,240,文献传承,D,距司马谈230年，远古史料可信度低
070,张仪列传,070-003,苏秦激张仪入秦,政治活动,-329,219,229,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-004,张仪相秦,政治活动,-328,218,228,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-005,司马错张仪争论伐蜀伐韩,政治活动,-316,206,216,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-006,秦伐蜀取之益强,战争,-316,206,216,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-007,张仪围蒲阳相秦,战争,-328,218,228,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-008,张仪相魏为秦,政治活动,-322,212,222,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-009,张仪说魏哀王事秦,政治活动,-320,210,220,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-010,魏倍从约请成于秦,政治活动,-319,209,219,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-011,张仪欺楚以商於六百里,政治活动,-313,203,213,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-012,楚绝齐攻秦大败,战争,-312,202,212,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-013,张仪入楚被囚后释,政治活动,-311,201,211,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-014,张仪再说楚王连横,政治活动,-311,201,211,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-015,楚王许张仪与秦亲,政治活动,-311,201,211,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-016,张仪说韩王事秦,政治活动,-311,201,211,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-017,张仪封武信君,政治活动,-311,201,211,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-018,张仪说齐湣王事秦,政治活动,-311,201,211,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-019,张仪说赵王遇秦,政治活动,-311,201,211,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-020,张仪说燕昭王事秦,政治活动,-311,201,211,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-021,秦惠王卒武王立群臣谗仪,政治活动,-311,201,211,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-022,张仪去秦相魏卒,政治活动,-310,200,210,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-023,陈轸与张仪争宠,政治活动,-328,218,228,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-024,陈轸以卞庄子刺虎说秦,政治活动,-317,207,217,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-025,犀首佩五国相印,政治活动,-318,208,218,文献传承,C,先秦史事，依据《战国策》等文献
070,张仪列传,070-026,义渠袭秦败秦,战争,-317,207,217,文献传承,C,先秦史事，依据《战国策》等文献
071,樗里子甘茂列传,071-001,樗里子伐曲沃,战争,-329,219,229,文献传承,C,先秦史事，依据《战国策》等文献
071,樗里子甘茂列传,071-002,樗里子伐赵拔蔺,战争,-313,203,213,文献传承,C,先秦史事，依据《战国策》等文献
071,樗里子甘茂列传,071-003,助魏章攻楚取汉中,战争,-312,202,212,文献传承,C,先秦史事，依据《战国策》等文献
071,樗里子甘茂列传,071-004,樗里子封为严君,政治活动,-312,202,212,文献传承,C,先秦史事，依据《战国策》等文献
071,樗里子甘茂列传,071-005,武王立逐张仪拜左右丞相,政治活动,-309,199,209,文献传承,C,先秦史事，依据《战国策》等文献
071,樗里子甘茂列传,071-006,樗里子车百乘入周,政治活动,-307,197,207,文献传承,C,先秦史事，依据《战国策》等文献
071,樗里子甘茂列传,071-007,昭王立樗里子益尊,继位,-307,197,207,文献传承,C,距司马谈197年，依赖文献
071,樗里子甘茂列传,071-008,樗里子伐蒲解围,战争,-306,196,206,文献传承,C,先秦史事，依据《战国策》等文献
071,樗里子甘茂列传,071-009,樗里子卒葬渭南,家族事件,-300,190,200,文献传承,C,距司马谈190年，依赖文献
071,樗里子甘茂列传,071-010,甘茂入秦佐定汉中,战争,-312,202,212,文献传承,C,先秦史事，依据《战国策》等文献
071,樗里子甘茂列传,071-011,甘茂定蜀叛乱,政治整顿,-310,200,210,文献传承,D,距司马谈200年，远古史料可信度低
071,樗里子甘茂列传,071-012,甘茂拜左丞相,政治活动,-309,199,209,文献传承,C,先秦史事，依据《战国策》等文献
071,樗里子甘茂列传,071-013,息壤设盟伐宜阳,战争,-308,198,208,文献传承,C,先秦史事，依据《战国策》等文献
071,樗里子甘茂列传,071-014,秦救韩解雍氏围,战争,-306,196,206,文献传承,C,先秦史事，依据《战国策》等文献
071,樗里子甘茂列传,071-015,武王卒于周昭王立,继位,-307,197,207,文献传承,C,距司马谈197年，依赖文献
071,樗里子甘茂列传,071-016,甘茂失势亡奔齐,政治活动,-306,196,206,文献传承,C,先秦史事，依据《战国策》等文献
071,樗里子甘茂列传,071-017,苏代为甘茂游说秦齐,政治活动,-305,195,205,文献传承,C,先秦史事，依据《战国策》等文献
071,樗里子甘茂列传,071-018,甘茂客死于魏,家族事件,-300,190,200,文献传承,C,距司马谈190年，依赖文献
071,樗里子甘茂列传,071-019,甘罗说张唐相燕,政治活动,-245,135,145,文献传承,C,先秦史事，依据《战国策》等文献
071,樗里子甘茂列传,071-020,甘罗使赵割五城,政治活动,-245,135,145,文献传承,C,先秦史事，依据《战国策》等文献
071,樗里子甘茂列传,071-021,甘罗封上卿,政治活动,-245,135,145,文献传承,C,先秦史事，依据《战国策》等文献
072,穰侯列传,072-001,魏厓拥立昭王,继位,-307,197,207,文献传承,C,距司马谈197年，依赖文献
072,穰侯列传,072-002,诛季君之乱,政治整顿,-305,195,205,文献传承,C,距司马谈195年，依赖文献
072,穰侯列传,072-003,魏厓拜秦相,政治活动,-300,190,200,文献传承,C,先秦史事，依据《战国策》等文献
072,穰侯列传,072-004,穰侯举白起伊阙大捷,战争,-293,183,193,文献传承,C,先秦史事，依据《战国策》等文献
072,穰侯列传,072-005,穰侯封穰益陶,政治活动,-291,181,191,文献传承,C,先秦史事，依据《战国策》等文献
072,穰侯列传,072-006,穰侯攻魏取河东河内,战争,-287,177,187,文献传承,C,先秦史事，依据《战国策》等文献
072,穰侯列传,072-007,秦齐称帝,政治活动,-288,178,188,文献传承,C,先秦史事，依据《战国策》等文献
072,穰侯列传,072-008,白起拔楚郢置南郡,战争,-278,168,178,文献传承,C,先秦史事，依据《战国策》等文献
072,穰侯列传,072-009,穰侯围大梁罢兵,战争,-275,165,175,文献传承,C,先秦史事，依据《战国策》等文献
072,穰侯列传,072-010,穰侯伐魏斩首四万,战争,-274,164,174,文献传承,C,先秦史事，依据《战国策》等文献
072,穰侯列传,072-011,华阳之战破芒卯,战争,-273,163,173,文献传承,C,先秦史事，依据《战国策》等文献
072,穰侯列传,072-012,苏代阻穰侯伐齐,政治活动,-273,163,173,文献传承,C,先秦史事，依据《战国策》等文献
072,穰侯列传,072-013,范睢说昭王逐穰侯,政治活动,-266,156,166,文献传承,C,先秦史事，依据《战国策》等文献
072,穰侯列传,072-014,穰侯卒于陶,家族事件,-265,155,165,文献传承,C,距司马谈155年，依赖文献
073,白起王翦列传,073-001,白起攻韩新城,战争,-294,184,194,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-002,伊阙之战斩首二十四万,战争,-293,183,193,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-003,白起攻魏拔六十一城,战争,-292,182,192,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-004,白起攻楚拔鄢郢,战争,-278,168,178,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-005,白起封武安君,政治活动,-277,167,177,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-006,华阳之战斩首十三万,战争,-273,163,173,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-007,白起攻韩陉城拔五城,战争,-264,154,164,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-008,上党归赵引长平,政治活动,-262,152,162,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-009,长平之战坑杀赵卒,战争,-260,150,160,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-010,应侯设隙止攻赵,政治活动,-259,149,159,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-011,白起拒命不攻邯郸,政治活动,-258,148,158,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-012,白起赐死杜邮,政治活动,-257,147,157,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-013,王翦攻赵灭燕,战争,-226,116,126,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-014,王贲击荆灭魏,战争,-225,115,125,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-015,李信伐楚惨败,战争,-225,115,125,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-016,王翦请田自坚出征,政治活动,-224,114,124,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-017,王翦灭楚平荆,战争,-223,113,123,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-018,秦并天下,政治活动,-221,111,121,文献传承,C,先秦史事，依据《战国策》等文献
073,白起王翦列传,073-019,王离兵败钜鹿,战争,-207,97,107,文献传承,C,先秦史事，依据《战国策》等文献
074,孟子荀卿列传,074-001,孟轲游说齐梁不遇,文化活动,-312,202,212,文献传承,B,先秦人物文化活动，依据学派传承
074,孟子荀卿列传,074-002,孟轲退而著述,文化活动,-312,202,212,文献传承,B,先秦人物文化活动，依据学派传承
074,孟子荀卿列传,074-003,驺忌以琴干威王封成侯,政治活动,-340,230,240,文献传承,C,先秦史事，依据《战国策》等文献
074,孟子荀卿列传,074-004,驺衍著书谈阴阳五德,文化活动,-250,140,150,文献传承,B,先秦人物文化活动，依据学派传承
074,孟子荀卿列传,074-005,驺衍游诸侯受尊礼,文化活动,-270,160,170,文献传承,B,先秦人物文化活动，依据学派传承
074,孟子荀卿列传,074-006,淳于髡见梁惠王三日不倦,文化活动,-320,210,220,文献传承,B,先秦人物文化活动，依据学派传承
074,孟子荀卿列传,074-007,齐王尊稷下先生,政治活动,-301,191,201,文献传承,C,先秦史事，依据《战国策》等文献
